ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
36-118,08/04/23 11:57:01,https://twitter.com/felamag/status/1562320630506467332,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@felamag,Felamag,(No bio),Anonymous,10/17,1235,1226,"Riyadh, Kingdom of Saudi Arabi","Totoo yan kahit sa Middle East na Multi Nationals ang mga makasalamuha mo sa trabaho, alam nila sa history books nila na one of richest tayo sa Asia noon, naghirap lang after Marcos regime. Nasabi rin ng friend kong Korean yan.",,"Text, Reply",24/08/22 14:07,https://drive.google.com/file/d/1sRowAZNCdzZGmJPK__-anq5aNrzkelIN/view?usp=share_link,Rational,34,8,2,0,,FALSE,"The Philippines was not the richest country in Asia during Marcos era.

[https://www.rappler.com/newsbreak/fact-check/239789-philippines-richest-country-asia-marcos-years/]",,,,,,
36-119,08/04/23 12:19:04,https://twitter.com/josecdelpilar1/status/1562445252942004224,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@josecdelpilar1,jose c del pilar,I am a professional electrical engineer,Anonymous,04/20,376,167,(Not stated),"Kita s history s dollar to peso rate n mayaman ang Pilipinas noon. Prng from 1938 to 1960 ang dollar to peso ay 1:1, pero noon 1965, naging 1 dollar = 1.50 (1peso n 50 ctvs) ng c marcos sr ay naalis pwesto dahil s edsa rev pumalo ang dollar to peso ng 1:28.50 (28 pesos n 50ctvs)",,"Text, Reply",24/08/22 22:22,https://drive.google.com/file/d/1Y08-h1Z5r8-DLAwo_VPXqNtxpFqdRU82/view?usp=share_link,Rational,5,1,0,0,,FALSE,"Foreign exchange was never 1:1 nor 1:1.50 during Marcos regime or even right before Marcos became President.

[https://www.rappler.com/newsbreak/fact-check/240047-forex-philippine-peso-dollar-rate-marcos-years/]",,,,,,
36-120,08/04/23 12:25:10,https://twitter.com/ItzOnly_Hihihi/status/1525028961113079814,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@ItzOnly_Hihihi,Hehe,(No bio),Anonymous,08/21,2,0,where it starts and ends.,"Still an activist🤭. All the people who aren't activist im marcos time was very happy because all prices are so low that Philippines is the richest country in the world and of course, one of the most powerful countries in the world. This kind of people are the reason why...",,"Text, Reply",13/05/22 16:23,https://drive.google.com/file/d/1wPA087kMX0L6tcGKmJJbCthLDuiUUMnO/view?usp=share_link,Emotional,0,1,0,0,,FALSE,"PH was not even close to richest in Asia, much less the world, during FEM regime, not to mention the dreadful economy at this time as well.

[https://verafiles.org/articles/vera-files-fact-check-ph-not-richest-country-asia-during-mar]",,,,,,
36-121,08/04/23 12:31:41,https://twitter.com/lmastl/status/1526743272101580800,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@lmastl,🆑 A S H 📈📊🔂🌀,"Anhedonia | In a battlefield against myself but not alone with my God. As soon as I've made it, I'll come back to earth. I made it!
         Beauty for Ashes",Anonymous,02/16,123,215,Nowhere,"Oops! We are the 2nd world richest country sa kapanahonan ni Marcos. After nong tumuntong na sila they try to fabricate it with lies, and to put Pres. Marcos as what at fault sa paghihirap ng pinas. Eh ngsimula nman ng tumuntong na mga Aquinos.",,"Text, Reply",18/05/22 11:22,https://drive.google.com/file/d/10EExn79PuwGLpAbNJwj6CpbT1VgTKyye/view?usp=share_link,Emotional,0,1,0,0,,FALSE,"PH was not even close to richest in Asia, much less second in the world, during FEM regime, not to mention the dreadful economy at this time as well.

[https://verafiles.org/articles/vera-files-fact-check-ph-not-richest-country-asia-during-mar]",,,,,,
36-122,08/04/23 12:38:42,https://twitter.com/Kim_Zhyril/status/1524977724321804288,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@Kim_Zhyril,지릴 🇵🇭/🇰🇷,"𝓑𝓮 𝔂𝓸𝓾𝓻 𝓸𝔀𝓷 𝓽𝔂𝓹𝓮 𝓸𝓯 𝓫𝓮𝓪𝓾𝓽𝔂,𝓜𝓪𝓻𝓴 𝓶𝔂 𝓦𝓸𝓻𝓭𝓼!",Identified,04/22,291,680,Brgy.Madayegdeg Sn.FDOLa Union,Guys diba totoo to na kung si marcos ang nagnakaw ng pera ng taumbayan. eh bakit nung panahon NG REHIMENG MARCOS IS PHILIPPINES. ANG TOP 1 SA MOST RICHEST COUNTRY. HINDI LANG SA ASIA kundi sa buong mundo noon. Hindi ba kayo nagtataka kung paanonabrainwashngmgaAquinoangmgapinoy?,,Text,13/05/22 12:59,https://drive.google.com/file/d/1qvnMCIC8A6J5dxe9yxZ89X8XHwGqUgd9/view?usp=share_link,Emotional,213,27,54,2,,FALSE,"PH was not even close to richest in Asia, much less the world, during FEM regime, not to mention the dreadful economy at this time as well.

[https://verafiles.org/articles/vera-files-fact-check-ph-not-richest-country-asia-during-mar]",,,,,,
36-123,08/04/23 12:44:14,https://twitter.com/ChinaDR040304/status/1525484372241293313?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@ChinaDR040304,"China DR, #jurisdr","united we stand
#pilipinas",Identified,05/22,206,173,(Not stated),"Trow naabutan ko pa nga yung  nutri bun, corn meal, bulgar wheat at yung gatas na binibigay ng libre sa school. Imagine ha nasa bundok na kami pangit pa ang daan pero nakakarating pa rin sa amin. Maganda na sa amin ngayon actually 😁😁😁",,"Text, Reply",14/05/22 22:33,https://drive.google.com/file/d/1BzJ_uVw0JD2FFXysH-Srwfmcea6SRkCk/view?usp=share_link,Emotional,2,0,0,0,,MISLEADING,"Nutribun was not a project of Marcos.

[https://www.rappler.com/newsbreak/fact-check/project-ferdinand-marcos-nutribun-noong-1970s/]",Tweet is agreeing to PH being richest country in Asia and the world.,,,,,
36-124,08/04/23 12:48:52,https://twitter.com/AdrianL24530427/status/1525343860737593344?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@AdrianL24530427,Adrian L,Cordial,Anonymous,07/20,399,217,(Not stated),"Korek, talo pa natin ang Japan, Korea, China, Taiwan at Singapore......ibig sabihin mayaman ang Pilipinas sa pamamahala ni FEM. Lahat ng resources ng inang bayan mapatubig man kuryente at agrikultura tayo ang nangunguna....",,"Text, Reply",14/05/22 13:14,https://drive.google.com/file/d/1joSdWCys-PEKSyo2smr_peHDc6QDVgig/view?usp=share_link,Emotional,7,0,2,0,,FALSE,"PH was not even close to richest in Asia, much less the world, during FEM regime, not to mention the dreadful economy at this time as well.

[https://verafiles.org/articles/vera-files-fact-check-ph-not-richest-country-asia-during-mar]",Tweet is agreeing to PH being richest country in Asia and the world.,,,,,
36-125,08/04/23 12:54:57,https://twitter.com/ninilili_m/status/1524411000425893890,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@ninilili_m,lilililili_kim,What is Cucumber Bro?,Anonymous,11/21,90,26,(Not stated),"Wala pong utang ang marcos nung panahon nia cia pa nga ang nagpapahiram sa mga iba't ibang bansa dahil ndi pa nakakarecover nung world war 2..
Sumusunod tayo sa japan noon as 2nd richest country in the world ngaun 3rd world country",,"Text, Reply",11/05/22 23:27,https://drive.google.com/file/d/1lOBVUdmJo0cPPF-cYsv9N62vAG4Q4jX8/view?usp=share_link,Rational,0,0,0,0,,FALSE,"The Philippines was not the 2nd richest country in Asia after Japan during Marcos era.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,,,,
36-126,19/04/23 16:03:05,https://twitter.com/kcellee/status/1524235899856334848?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@kcellee,Joy,A wife and a Mom of two beautiful girls 🇨🇦🇵🇭,Anonymous,07/20,179,197,Republic of the Philippines,I was in grade 10/11 here sa🇨🇦 sabi ng teacher ko sa social studies 🇵🇭used to be the 2nd richest Country in Asia next to Japan during Marcos since then nag research na ako . Sobrang nakaka pang hinayang andun na tayo eh pero bcoz of greed naging mahirap na bansa ang Pinas,,"Text, Reply",05/11/22 11:52,https://drive.google.com/file/d/1i1Ed17hJApX48pEgNLLzZeCGk4lmwjsc/view?usp=sharing,Emotional,4,2,0,0,,FALSE,"The Philippines was not the 2nd richest country in Asia after Japan during Marcos era.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,,,,
36-127,19/04/23 16:03:24,https://twitter.com/csyqtbvt48/status/1524140421751853056,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@csyqtbvt48,don't be stupid,stating facts 😌,Anonymous,05/22,13,0,(Not stated),"Seriously? Philippines was the second richest country during late ferdinand marcos administration. Many grandparents can prove that, and they dont even strave during those time.",,"Text, Reply",05/11/2022 17:32,https://drive.google.com/file/d/11G1m9Wxh7_IOMJvJZDiDMPhEGoHAcHmJ/view?usp=drivesdk,"Emotional, Rational",0,0,0,0,,FALSE,"The Philippines was not the 2nd richest country in Asia after Japan during Marcos era.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,,,,
36-128,19/04/23 16:15:58,https://twitter.com/89viber89/status/1523994073849159680?s=20,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@89viber89,89viber89,Its a Vibe! 🙃,Anonymous,05/21,18,3,(Not stated),"And stripping all the history in the books as well as changing everything that was for the people is pure EVIL. We use to be the richest country during Marcos time. What happened after??! Poverty, high crime rate, drug problem! Dead bodies on the news everyday.",,"Text, Reply",05/10/22 19:51,https://drive.google.com/file/d/11JJYRPMD5wGDi6wTTLtcKq7UV2mixj_l/view?usp=drivesdk,"Emotional, Rational",0,0,0,0,,FALSE,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

[https://www.amnesty.org/en/latest/news/2022/04/five-things-to-know-about-martial-law-in-the-philippines/]",,,,,,
36-129,19/04/23 16:17:13,https://twitter.com/Yubin_Damidox/status/1523967432657883137,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@Yubin_Damidox,The King,DC World Domination 🤘,Anonymous,03/16,176,450,(Not stated),Ferdinand Marcos only brought in martial law to save the Philippines from being taken over by the Japanese during ww2 and if he didn't do that there would be no Philippines today and at the time the Philippines was the 2nd richest Asian country during that time thanks to Marcos,,"Text, Reply",05/10/22 18:05,https://drive.google.com/file/d/1RHA5Tmy-gmSLVLkw47eg1_6SC15z-Lej/view?usp=share_link,"Emotional, Rational",1,0,1,0,,FALSE,"The Philippines was not the 2nd richest country in Asia after Japan during Marcos era.

There is absolutely no connection with the declaration of Martial Law with the ""Invasion of Japanese."" The reason for the declaration was to allegedly prevent communist uprising in the Philippines.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]

[https://www.rappler.com/newsbreak/iq/142723-martial-law-declaration-philippines/]",,,,,,
36-130,19/04/23 16:38:01,https://twitter.com/MamTessCD/status/1582600267085713409,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@MamTessCD,Teresita Curato-Dapoc,(No bio),Anonymous,12/17,1797,1078,Republic of the Philippines,"Grabe paninira sa mga Marcos ano, mula sa tatay, PFEM hanggang kay PBBM, walang kasawaan, hindi ni recognize maayos na pamamahala sa termino ni ApoFerdie, living witness ako sa maunlad, peaceful at makataong admin ng mga Marcos, ITrustPBBMtoGiveTheFilipinos a GoodLife inDNext6Yrs",,Text. Reply,10/19/22 13:11,https://drive.google.com/file/d/1RaSiJOJ9uFre-A8QpgyNLQ-y7xJhpg5v/view?usp=share_link,Emotional,1,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]

[https://www.rappler.com/newsbreak/iq/142723-martial-law-declaration-philippines/]

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]

",,,,,,
36-131,19/04/23 16:44:31,https://twitter.com/Raul836737411/status/1446286788520144898,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@Raul836737411,Raul,(No bio),Anonymous,10/21,3,0,(Not stated),"Yan na, official na. Kung may Time Machine lang ako, ibabalik ko kayo sa panahon na napakaayos ng buhay namin nung panahon ng Martial Law.  Tahimik, payapa, maunlad, madisiplina, at may dangal kaming namuhay bilang Pilipino noon! Marcos Na!",,Text,10/8/2021 9:30,https://drive.google.com/file/d/1LEzuqpdo2h_eXNebtfqLmR8kdNnG_Vt2/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]

[https://www.rappler.com/newsbreak/iq/142723-martial-law-declaration-philippines/]

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]

",,,,,,
36-132,19/04/23 16:44:42,https://twitter.com/KikayDly/status/1575789486415368192,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@KikayDly,Kikay D ❤️✌️💚,"Simple girl, Pro Government 👍 “your behavior here describe you in person, so be good & respect to one another ❤️💚”",Anonymous,05/22,379,325,(Not stated),"Sad noh, even herenin Singapore may mga inspiration din ni great Lee Kuan Yew si dating Pres Marcos. Maunlad ang bansang Singapore tulad din ng S Korea. Napag iwanan na talaga ang Pinas 😔",,"Text, Reply",09/30/22 18:07,https://drive.google.com/file/d/1mn0Fn55w6v_q3GjO6pjLVyX64llE_ANs/view?usp=share_link,"Rational, Emotional",2,0,1,0,,FALSE,"Singapore never really emulated any of Marcos' legacy; they were rather critical of the Marcoses and their corruption.

[https://www.rappler.com/voices/thought-leaders/analysis-marcos-in-singapore-never-neverland/]",,,,,,
36-133,19/04/23 16:55:47,https://twitter.com/SilverRyleigh/status/1524830746896044032,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@SilverRyleigh,Dark King Ryleigh,Hhmm,Anonymous,08/21,29,0,(Not stated),Singapore ginaya nila ung pamamaraan na ginwa ni apo lakay..kung hindi natanggal si marcos sana nasa maunlad na estado ang bansa ngaun,,"Text, Reply",05/13/22 03:15,https://drive.google.com/file/d/1V2G2-Y6g8GFl93Na20tfUBeW6fhZ0bXu/view?usp=share_link,"Rational, Emotional",0,1,0,0,,MISLEADING,"Singapore never really emulated any of Marcos' legacy; they were rather critical of the Marcoses and their corruption.

[https://www.rappler.com/voices/thought-leaders/analysis-marcos-in-singapore-never-neverland/]",,,,,,
36-134,19/04/23 17:51:12,https://twitter.com/Brei88776268/status/1524694810723897344,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@Brei88776268,Brei,(No bio),Anonymous,06/21,63,2,(Not stated),wala ngang nilabag pero wala din naman clang nagawa sa Pinas lalo lang naghirap mga tao .. unlike ng time ni Marcos sr. maunlad ang bansa.. pls search .. hindi lang un pangibabaw ang alam nyo ..,,"Text, Reply",5/12/2022 18:15,https://drive.google.com/file/d/12v2XErkQ2c1LoEYYQ1X-YgzKvTlzJvdO/view?usp=share_link,"Rational, Emotional",0,7,1,0,,FALSE,"Data shows how bad the Philippine economy was during FEM regime;

[https://www.rappler.com/voices/imho/124682-marcos-economy-golden-age-philippines/]",,,,,,
36-135,19/04/23 17:51:14,https://twitter.com/UniMelo_Nland/status/1524529669961248768,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@UniMelo_Nland,Red❤️,To be beautiful means to be YOURSELF . You don't need to be accepted by others. You need to ACCEPT yourself!,Anonymous,01/18,134,52,(Not stated),😂🤣Freedom of speech??? Tangina kung pede ipagpalit yan sa maunlad na bansa ni marcos dati. Wala akong paki kahit mawala tong freedom of speech na pinagmamalaki nyo. Mas maganda pa rin yung limitado at desciplinado ang pilipinas,,"Text, Reply",05/12/22 07:19,https://drive.google.com/file/d/15cbLnPRJwDfeMOLVszgVFQq3iWTa6vEE/view?usp=share_link,Emotional,2,1,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]",Tweet is a reply to a deleted tweet that is about freedom of speech.,,,,,
36-136,19/04/23 17:51:15,https://twitter.com/Nghtcryzeril/status/1524591462343593985,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@Nghtcryzeril,Riaz,Be confidence Be kind Be always beautiful,Anonymous,04/22,110,0,(Not stated),Hahaha ung hindi pa si Cory Ang presidente at si Marcos palang Ang presidente hindi madumi Ang pangalan nila non pero simula nung namumuno na Ang mga dilawan tyaka nila dinumihan ung pangalan ng mga Marcos maunlad Ang Pilipinas noon nung si Marcos pa,,"Text, Reply",5/12/2022 11:25,https://drive.google.com/file/d/1vJiY0U71xGcbLhwSUDBdtQQmr5PE4a96/view?usp=share_link,Emotional,0,0,0,0,,FALSE,"There is no evidence that the Aquinos besmirched the Marcoses; if anything, the Aquinos are targets of massive disinformation and misinformation campaigns.

[https://verafiles.org/articles/disinformation-attempts-rehabilitate-marcoses-disparage-edsa]",,,,,,
36-137,19/04/23 18:00:05,https://twitter.com/MaricelEmpinado/status/1466550027464372226,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@MaricelEmpinado,🇵🇭para sa pagbabago 🇵🇭,Para sa pagbabago ❤️❤️❤️❤️🇵🇭 #NotoDistortedHistory,Identified,05/16,37,35,Macau,"Speaking of kanda leche leche,as far as I rmember,when marcos regime,maayos at maunlad ang pamumuhay ng mga tao noon,according sa mga taong buhay na nong Time na yun,kung rebelde ka,choice mo yan.Kelan ba lumubog ang pinas?Noong panahon ng dilawan!nag magaling e,di nmn pala kaya",,"Text, Reply",12/03/21 07:29,https://drive.google.com/file/d/18QFxatJug_giOK4DRFnpBE_hiYSS04AE/view?usp=share_link,"Rational, Emotional",0,0,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]

[https://www.rappler.com/voices/imho/124682-marcos-economy-golden-age-philippines/]",,,,,,
36-138,19/04/23 18:16:56,https://twitter.com/AdrianL24530427/status/1604438438996058114,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@AdrianL24530427,Adrian L,Cordial,Anonymous,07/20,401,217,(Not stated),Komunista ang nagpabagsak kay Marcos noong 1986. Kasabwat ang Dilawang tae at Amerikanong hilaw. Maganda ang buhay namin noong martial law. I am a law abiding citizen.,,"Text, Reply",12/18/22 19:28,https://drive.google.com/file/d/1L4OEqFzZofqPYphC_XZblKoVX9Ga4ez-/view?usp=share_link,"Rational, Emotional",3,0,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

Communists were not involved in the 1968 EDSA Revolution. In fact, various people from all walks of life joined the peaceful protest that saw the toppling of Marcos Sr.'s dictatorship.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]

[https://www.amnesty.org.ph/2022/07/protestph-edsa-revolution/]",,,,,,
36-139,19/04/23 18:28:48,https://twitter.com/jorge_stohner/status/1587153924607430666,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@jorge_stohner,Jorge Stohner,IndieFilmmaker,Identified,01/22,4947,3849,United States,TOTOO YAN...DAHIL MAY DISIPLINA ANG MGA TAO KAYA MASAGANANG PAMUMUNO NI MARCOS....MAGANDA ANG BUHAY NIYA DAHIL MAGANDA ANG BUHAY NG MGA PILIPINO...YUNG MGA KOMUNISTANG DILAWAN LANG NAMAN ANG NAGNGINGITNGIT DAHIL DI SILA MAKAKURAKOT🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,"Text, Reply",11/01/22 02:45,https://drive.google.com/file/d/1ilbRBPnKZ-3Gix1EXkIDoqNJCFtV7vA2/view?usp=share_link,Rational,2,0,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]","Tweet is a quote tweet that contains an image with the text ""Nung panahon ni Marcos, mas maganda ang buhay ni MARCOS!!!""",,,,,
36-140,19/04/23 18:44:09,https://twitter.com/YolandaRuga/status/1573588942179667973,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@YolandaRuga,Yolanda Ruga Diaz,(No bio),Identified,03/17,267,336,(Not stated),Mga hunghang mga Yan kung aqu nga lumaki at nagkaisip s Marcos regime at Martial Law sasabihin q maganda ung buhay noon tahimik Yung mga pasaway lng s Gobyerno ung magulo,,"Text, Reply",09/24/22 16:23,https://drive.google.com/file/d/1cDGtGBMzGSpQei7Urvcvr2f5G6PjvVGa/view?usp=share_link,Emotional,0,0,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]",Tweet is a reply to a quote tweet about Fil-Am Anti-Marcos activists gate-crashing the Asia Society before Bongbong Marcos' speech.,,,,,
36-141,19/04/23 18:52:31,https://twitter.com/NellyGBasco/status/1559659512336121856,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@NellyGBasco,"NellyADN""ALDUB/MAICHARD4EVER""","Independent CPA, Consultant - Member-Phil. Institute of Certified Public Accountants (PICPA)",Identified,11/13,1863,3600,"Novaliches, Quezon City","WHO TOLD U NA SEQUESTERED &WALANG NAGSASALITA..ISA LANG  KALABAN NI MARCOS MGA CPP-NPAA-NDF NA HANGGANG NGAYON NAGKAKALAT NG LAGIM SA BANSA, KAYA NAKUKULONG, BAKIT KAMI MASAYA AT TAHIMIK, MAS GUSTO NAMIN ANG ML MAGANDA ANG DINULOT SA BUHAY NAMIN, I WAS 3RD YEAR COLLEGE NOONG ML..",,"Text, Reply",08/17/22 05:52,https://drive.google.com/file/d/1w77w4f8o37u2trMtJs3JahwQ8DuWlZxx/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.


[https://www.amnesty.org/en/latest/news/2022/04/five-things-to-know-about-martial-law-in-the-philippines/]

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]

",,,,,,
36-142,19/04/23 18:54:44,https://twitter.com/AntoninaNeri/status/1555933166959198208,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@AntoninaNeri,anne,🌹Pinay ako! I isupport PBBM-VPSDuterte. scammers and yellpink zombies automatic block! 💚❤️👊✌️🇵🇭🌹💪👍😾✌️👊🦅❤️💚❤️💚🇵🇭🇯🇵,Identified,04/22,1030,714,(Not stated),"Ay iho.. wag ganyan .. sana naman maintindihan mo  na  marami ang nakaranas   Way back 1986.  Martial law.. wala ka pa.. its not only about the Marcos ,  kasama ang  pag angat at oagkalugmok ng Pilipinas! Di mo naramasan  mas maganda ang buhay noong Marcos.",,"Text, Reply",08/06/22 23:05,https://drive.google.com/file/d/1YK0oUzE6wuCQZp54J1NI2BsnHSp0ov3w/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Data shows how bad the Philippine economy was during FEM regime.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.


[https://www.rappler.com/voices/imho/124682-marcos-economy-golden-age-philippines/]


[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,,,,
36-143,19/04/23 18:56:42,https://twitter.com/BANGTAN_EMPIRES/status/1554030680497180672,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@BANGTAN_EMPIRES,"armyhope ⁷( i,a bc I streaming) 🐿️","BTS is ⁷ 🐨🐹🐱🐿️🐥🐯🐰

#BTS_Butter   
#방탄소년단   
#BTS  
#BTSArmy",Anonymous,08/20,1075,906,only BTS,You onow my father and all my family witness ano nangyari sa era ng marcos and they say mabit ang mga marcos at maganda pa buhay dati kaysa nung nanging pres. Cory.. 🙄,,"Text, Reply",08/01/22 17:06,https://drive.google.com/file/d/1ieUf5ndMaj8Kw3VptSC66NcC6LThhMya/view?usp=share_link,Emotional,0,1,0,0,,MISLEADING,"Cory Aquino inherited a crippling economy from the corrupt Marcos.

[https://www.rappler.com/voices/thought-leaders/opinion-corazon-aquino-economy-after-edsa/]",,,,,,
